supplier_code	Price1_USD	Price5_USD	Price2_USD	Price4_USD	Price3_USD	Smiles	MDLN	Chemical_Name	CAS_RN	Link	Purity	Quantity4	Quantity5	Quantity1	Quantity2	Quantity3
SPC-k485	58	570	98	342	194	COC(c1ccc([N+]([O-])=O)o1)=O	MFCD00051956	methyl 5-nitrofuran-2-carboxylate	1874-23-3	http://spirochem.com/methyl-5-nitrofuran-2-carboxylate.html	95	50G	100G	5G	10G	25G
SPC-k486	172	2795	514	1677	855	COC(c1ccc(N)o1)=O	MFCD00051661	methyl 5-aminofuran-2-carboxylate	22600-30-2	http://spirochem.com/methyl-5-aminofuran-2-carboxylate.html	95	25G	50G	1G	5G	10G
SPC-k487	47	388	82	228	139	CN(CC1)Cc2c1nc(C(O)=O)s2.Cl	NA	5-methyl-4H,5H,6H,7H-[1,3]thiazolo[5,4-c]pyridine-2-carboxylic acid hydrochloride	720720-96-7	http://spirochem.com/5-methyl-4h-5h-6h-7h-1-3-thiazolo-5-4-c-pyridine-2-carboxylic-acid-hydrochloride.html	95	50G	100G	5G	10G	25G
SPC-k488	218	 	366	1071	719	CCOC([C@H](CC[C@@H]1NC(OC(C)(C)C)=O)C[C@@H]1O)=O	MFCD23106256	ethyl (1R,3S,4S)-4-{[(tert-butoxy)carbonyl]amino}-3-hydroxycyclohexane-1-carboxylate	1392745-66-2	http://spirochem.com/ethyl-1r-3s-4s-4-tert-butoxy-carbonyl-amino-3-hydroxycyclohexane-1-carboxylate.html	95	1G		0.1G	0.25G	0.5G
SPC-k490	126	 	252	1061	377	CC([C@@H](CC1)CC1(F)F)=O	MFCD28501818	1-(3,3-difluorocyclopentyl)ethan-1-one	1202077-00-6	http://spirochem.com/ethanone-1-3-3-difluorocyclopentyl.html	95	5G		0.25G	0.5G	1G
SPC-k492	150	2057	435	1265	719	OC([C@H](C1)NCC1=O)=O.Cl	MFCD20652677	4-oxopyrrolidine-2-carboxylic acid hydrochloride	98142-78-0	http://spirochem.com/4-oxopyrrolidine-2-carboxylic-acid-hydrochloride.html	95	25G	50G	1G	5G	10G
SPC-k493	172	2795	514	1677	855	FC(c1cc(Br)c(cc[nH]2)c2c1)(F)F	MFCD09026955	4-bromo-6-(trifluoromethyl)-1H-indole	1000342-93-7	http://spirochem.com/4-bromo-6-trifluoromethyl-1h-indole.html	95	25G	50G	1G	5G	10G
SPC-k494	435	6338	1298	3890	2114	FC(CC1)(CCC1Br)F	MFCD13189572	4-bromo-1,1-difluorocyclohexane	1196156-51-0	http://spirochem.com/4-bromo-1-1-difluorocyclohexane.html	95	25G	50G	1G	5G	10G
SPC-k495	287	4471	570	2628	855	Cc1cc2cncnc2[nH]1	MFCD13189360	6-methyl-7h-pyrrolo[2,3-d]pyrimidine	26786-73-2	http://spirochem.com/6-methyl-7h-pyrrolo-2-3-d-pyrimidine.html	95	5G	10G	0.25G	0.5G	1G
SPC-k496	161	2326	241	1175	719	O=S(c1ccccc1)(n1c(nc(cc2)Cl)c2c(Br)c1)=O	NA	1-(benzenesulfonyl)-3-bromo-6-chloro-1H-pyrrolo[2,3-b]pyridine	1638761-42-8	http://spirochem.com/1-benzenesulfonyl-3-bromo-6-chloro-1h-pyrrolo-2-3-b-pyridine.html	95	10G	25G	0.5G	1G	5G
SPC-k497	70	 	114	 	228	O=S(c1ccccc1)(n1c2ncncc2cc1)=O	NA	7-(benzenesulfonyl)-7H-pyrrolo[2,3-d]pyrimidine	1279872-89-7	http://spirochem.com/7-benzenesulfonyl-7h-pyrrolo-2-3-d-pyrimidine.html	95			5G	10G	25G
SPC-k499	87	 	258	 	417	CC(C)(C)OC(n1c2nc(Cl)nc(Cl)c2cc1)=O	MFCD24467527	tert-butyl 2,4-dichloro-7H-pyrrolo[2,3-d]pyrimidine-7-carboxylate	1038588-24-7	http://spirochem.com/tert-butyl-2-4-dichloro-7h-pyrrolo-2-3-d-pyrimidine-7-carboxylate.html	95			1G	5G	10G
SPC-k500	114	1880	355	1117	581	O=C1Nc2nc(Cl)nc(Cl)c2C1	MFCD27987437	2,4-dichloro-5H,6H,7H-pyrrolo[2,3-d]pyrimidin-6-one	1520452-96-3	http://spirochem.com/2-4-dichloro-5h-6h-7h-pyrrolo-2-3-d-pyrimidin-6-one.html	95	25G	50G	1G	5G	10G
SPC-k501	238	3522	472	2081	708	CC1(C)OB(c2cn(C)c3c2cccn3)OC1(C)C	NA	1-methyl-3-(tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-pyrrolo[2,3-b]pyridine	1185427-32-0	http://spirochem.com/1-methyl-3-tetramethyl-1-3-2-dioxaborolan-2-yl-1h-pyrrolo-2-3-b-pyridine.html	95	5G	10G	0.25G	0.5G	1G
SPC-k502	150	2236	287	1320	435	Cn1c2nccc(CO)c2cc1	NA	{1-methyl-1H-pyrrolo[2,3-b]pyridin-4-yl}methanol	1268516-15-9	http://spirochem.com/1-methyl-1h-pyrrolo-2-3-b-pyridin-4-yl-methanol.html	95	5G	10G	0.25G	0.5G	1G
SPC-k504	342	4527	514	2292	1511	N#Cc1cc(CC(N2)=O)c2nc1	NA	2-oxo-1H,2H,3H-pyrrolo[2,3-b]pyridine-5-carbonitrile	1190321-76-6	http://spirochem.com/2-oxo-1h-2h-3h-pyrrolo-2-3-b-pyridine-5-carbonitrile.html	95	10G	25G	0.5G	1G	5G
SPC-k505	93	1342	273	912	456	O=C1Nc2nccc(Br)c2C1	NA	4-bromo-1H,2H,3H-pyrrolo[2,3-b]pyridin-2-one	1086064-49-4	http://spirochem.com/4-bromo-1h-2h-3h-pyrrolo-2-3-b-pyridin-2-one.html	95	25G	50G	1G	5G	10G
SPC-k506	287	4471	570	2628	855	NCc1ccnc(N2)c1CC2=O.Cl.Cl	MFCD29060190 	4-(aminomethyl)-1H,2H,3H-pyrrolo[2,3-b]pyridin-2-one dihydrochloride	1818847-61-8	http://spirochem.com/4-aminomethyl-1h-2h-3h-pyrrolo-2-3-b-pyridin-2-one-dihydrochloride.html	95	5G	10G	0.25G	0.5G	1G
SPC-k507	207	3299	605	1957	1014	O=C1Nc2nccc(I)c2C1	NA	4-iodo-1H,2H,3H-pyrrolo[2,3-b]pyridin-2-one	1190321-89-1	http://spirochem.com/4-iodo-1h-2h-3h-pyrrolo-2-3-b-pyridin-2-one.html	95	25G	50G	1G	5G	10G
SPC-k508	150	2236	287	1320	435	[O-][N+](c1c(CC(N2)=O)c2ncc1)=O	NA	4-nitro-1H,2H,3H-pyrrolo[2,3-b]pyridin-2-one	1638763-65-1	http://spirochem.com/4-nitro-1h-2h-3h-pyrrolo-2-3-b-pyridin-2-one.html	95	5G	10G	0.25G	0.5G	1G
SPC-k509	228	3633	683	2181	1082	CN(C(C1)=O)c2c1cccn2	NA	1-methyl-1H,2H,3H-pyrrolo[2,3-b]pyridin-2-one	156136-84-4	http://spirochem.com/1-methyl-1h-2h-3h-pyrrolo-2-3-b-pyridin-2-one.html	95	25G	50G	1G	5G	10G
SPC-k510	114	1712	228	1025	342	O=C(C1(CC2)CCC2=O)Nc2c1cccn2	NA	1',2'-dihydrospiro[cyclohexane-1,3'-pyrrolo[2,3-b]pyridine]-2',4-dione	1638768-64-5	http://spirochem.com/1-2-dihydrospiro-cyclohexane-1-3-pyrrolo-2-3-b-pyridine-2-4-dione.html	95	5G	10G	0.25G	0.5G	1G
SPC-k511	150	2236	287	1320	435	C#Cc1cnc2[nH]ccc2c1	MFCD19217637	5-ethynyl-1H-pyrrolo[2,3-b]pyridine	1207351-16-3	http://spirochem.com/5-ethynyl-1h-pyrrolo-2-3-b-pyridine.html	95	5G	10G	0.25G	0.5G	1G
SPC-k512	342	4639	514	2348	1511	Cc(cc1)nc2c1c(Br)c[nH]2	NA	3-bromo-6-methyl-1H-pyrrolo[2,3-b]pyridine	1000340-28-2	http://spirochem.com/3-bromo-6-methyl-1h-pyrrolo-2-3-b-pyridine.html	95	10G	25G	0.5G	1G	5G
SPC-k513	342	 	514	2415	1511	Cc1nc([nH]c(C(O)=O)c2)c2cc1	NA	6-methyl-1H-pyrrolo[2,3-b]pyridine-2-carboxylic acid	1368101-33-0	http://spirochem.com/6-methyl-1h-pyrrolo-2-3-b-pyridine-2-carboxylic-acid.html	95	10G		0.5G	1G	5G
SPC-k515	342	5588	1025	3465	1734	O=Cc1c[nH]c2nccc(Br)c12	NA	4-bromo-1H-pyrrolo[2,3-b]pyridine-3-carbaldehyde	1000340-35-1	http://spirochem.com/4-bromo-1h-pyrrolo-2-3-b-pyridine-3-carbaldehyde.html	95	25G	50G	1G	5G	10G
SPC-k516	172	 	514	 	855	[O-][N+](c1c[nH]c2nccc(Cl)c12)=O		4-chloro-3-nitro-1H-pyrrolo[2,3-b]pyridine	918519-53-6	http://spirochem.com/4-chloro-3-nitro-1h-pyrrolo-2-3-b-pyridine.html	95			1G	5G	10G
SPC-k517	207	3242	605	1957	1014	COC(c1c(c(I)c[nH]2)c2ncc1)=O	NA	methyl 3-iodo-1H-pyrrolo[2,3-b]pyridine-4-carboxylate	1190313-88-2	http://spirochem.com/methyl-3-iodo-1h-pyrrolo-2-3-b-pyridine-4-carboxylate.html	95	25G	50G	1G	5G	10G
SPC-k518	418	 	628	3130	1846	COc(cc1)nc2c1c(C(O)=O)c[nH]2	NA	6-methoxy-1H-pyrrolo[2,3-b]pyridine-3-carboxylic acid	1190317-61-3	http://spirochem.com/6-methoxy-1h-pyrrolo-2-3-b-pyridine-3-carboxylic-acid.html	95	10G		0.5G	1G	5G
SPC-k519	172	 	263	1175	775	[O-][N+](c1cnc2[nH]c(C(O)=O)cc2c1)=O	MFCD12024470	5-nitro-1H-pyrrolo[2,3-b]pyridine-2-carboxylic acid	1150618-15-7	http://spirochem.com/5-nitro-1h-pyrrolo-2-3-b-pyridine-2-carboxylic-acid.html	95	10G		0.5G	1G	5G
SPC-k520	161	2516	320	1398	492	OC(c1c(cc[nH]2)c2nc(Cl)n1)=O	NA	2-chloro-7H-pyrrolo[2,3-d]pyrimidine-4-carboxylic acid	1292287-11-6	http://spirochem.com/2-chloro-7h-pyrrolo-2-3-d-pyrimidine-4-carboxylic-acid.html	95	5G	10G	0.25G	0.5G	1G
SPC-k522	446	6573	668	3354	1957	Nc(nc1)nc2c1[nH]cc2	NA	5H-pyrrolo[3,2-d]pyrimidin-2-amine	943736-60-5	http://spirochem.com/5h-pyrrolo-3-2-d-pyrimidin-2-amine.html	95	10G	25G	0.5G	1G	5G
SPC-k523	194	2795	287	1398	855	Nc1ncnc(s2)c1cc2Br	NA	6-bromothieno[2,3-d]pyrimidin-4-amine	60703-81-3	http://spirochem.com/6-bromothieno-2-3-d-pyrimidin-4-amine.html	95	10G	25G	0.5G	1G	5G
SPC-k525	165	2375	297	792	561	CC(C)(C)OC(N(CC1CC2)C2CC1O)=O	NA	tert-butyl 5-hydroxy-2-azabicyclo[2.2.2]octane-2-carboxylate	750634-09-4	http://spirochem.com/tert-butyl-5-hydroxy-2-azabicyclo-2-2-2-octane-2-carboxylate.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-k528	70	661	126	377	218	FC(Oc(cc1)ccc1OC1CCNCC1)(F)F	NA	4-[4-(trifluoromethoxy)phenoxy]piperidine	287952-67-4	http://spirochem.com/4-4-trifluoromethoxy-phenoxy-piperidine.html	95	50G	100G	5G	10G	25G
SPC-k529	287	4751	855	2795	1398	Cc([nH]c1ccc2)cc1c2Br	NA	4-bromo-2-methyl-1H-indole	6127-18-0	http://spirochem.com/4-bromo-2-methyl-1h-indole.html	95	25G	50G	1G	5G	10G
SPC-k530	114	1834	342	1061	605	Cc1cc(ccc([N+]([O-])=O)c2)c2[nH]1	MFCD13178656	2-methyl-6-nitro-1H-indole	3484-23-9	http://spirochem.com/2-methyl-6-nitro-1h-indole.html	95	25G	50G	1G	5G	10G
SPC-k531	342	 	1025	3354	1677	Cc([nH]c1ccc2)cc1c2C(OC)=O	NA	methyl 2-methyl-1H-indole-4-carboxylate	34058-51-0	http://spirochem.com/methyl-2-methyl-1h-indole-4-carboxylate.html	95	25G		1G	5G	10G
SPC-k532	172	2292	263	1153	775	CC1(C)OB(c(cc2)cc3c2[nH]c(C)c3)OC1(C)C	NA	2-methyl-5-(tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-indole	837392-54-8	http://spirochem.com/2-methyl-5-tetramethyl-1-3-2-dioxaborolan-2-yl-1h-indole.html	95	10G	25G	0.5G	1G	5G
SPC-k533	53	422	82	241	139	OCCc1c[nH]c2c1cccc2	NA	2-(1H-indol-3-yl)ethan-1-ol	526-55-6	http://spirochem.com/2-1h-indol-3-yl-ethan-1-ol.html	95	50G	100G	5G	10G	25G
SPC-k534	58	969	172	570	287	OC(c(c1ccc2)c[nH]c1c2Cl)=O	NA	7-chloro-1H-indole-3-carboxylic acid	86153-24-4	http://spirochem.com/7-chloro-1h-indole-3-carboxylic-acid.html	95	25G	50G	1G	5G	10G
SPC-k535	47	 	82	 	 	N[C@H](Cc1c[nH]c2c1cccc2)C(O)=O	NA	(2R)-2-amino-3-(1H-indol-3-yl)propanoic acid	153-94-6	http://spirochem.com/2r-2-amino-3-1h-indol-3-yl-propanoic-acid.html	95			100G	250G	
SPC-k536	114	1768	228	1025	342	[O-][N+](c(cc(cc[nH]1)c1c1)c1F)=O	NA	6-fluoro-5-nitro-1H-indole	1609131-18-1	http://spirochem.com/6-fluoro-5-nitro-1h-indole.html	95	5G	10G	0.25G	0.5G	1G
SPC-k537	249	3577	495	2181	741	Nc(cc(cc[nH]1)c1c1)c1F	NA	6-fluoro-1H-indol-5-amine	1367958-40-4	http://spirochem.com/6-fluoro-1h-indol-5-amine.html	95	5G	10G	0.25G	0.5G	1G
SPC-k538	104	1139	184	628	342	Cn1c(cccc2)c2c(CC(O)=O)c1	MFCD00130160	2-(1-methyl-1H-indol-3-yl)acetic acid	1912-48-7	http://spirochem.com/2-1-methyl-1h-indol-3-yl-acetic-acid.html	95	50G	100G	5G	10G	25G
SPC-k539	70	1025	207	683	342	Clc(cc1[nH]ccc1c1)c1Br	NA	5-bromo-6-chloro-1H-indole	122531-09-3	http://spirochem.com/5-bromo-6-chloro-1h-indole.html	95	25G	50G	1G	5G	10G
SPC-k540	150	2236	287	1320	435	O=Cc(c1c2)c[nH]c1cc(F)c2Br	NA	5-bromo-6-fluoro-1H-indole-3-carbaldehyde	1227496-31-2	http://spirochem.com/5-bromo-6-fluoro-1h-indole-3-carbaldehyde.html	95	5G	10G	0.25G	0.5G	1G
SPC-k541	249	3577	495	2181	741	Fc1cc([nH]cc2)c2c(F)c1Br	MFCD23160375	5-bromo-4,6-difluoro-1H-indole	1154742-51-4	http://spirochem.com/5-bromo-4-6-difluoro-1h-indole.html	95	5G	10G	0.25G	0.5G	1G
SPC-k542	150	2236	298	1320	446	Cc(cc1[nH]cc(C(OC)=O)c1c1)c1Br	NA	methyl 5-bromo-6-methyl-1H-indole-3-carboxylate	1360957-60-3	http://spirochem.com/methyl-5-bromo-6-methyl-1h-indole-3-carboxylate.html	95	5G	10G	0.25G	0.5G	1G
SPC-k543	342	 	1025	 	1734	Fc1c(cc[nH]2)c2cc(Cl)c1	NA	6-chloro-4-fluoro-1H-indole	885520-88-7	http://spirochem.com/6-chloro-4-fluoro-1h-indole.html	95			1G	5G	10G
SPC-k544	228	2795	570	1900	1025	Fc1cc(F)c2[nH]ccc2c1	NA	5,7-difluoro-1H-indole	301856-25-7	http://spirochem.com/5-7-difluoro-1h-indole.html	95	25G	50G	1G	5G	10G
SPC-k545	126	1789	252	1117	377	Cc1cc(ccc(I)c2)c2[nH]1	NA	6-iodo-2-methyl-1H-indole	1260383-44-5	http://spirochem.com/6-iodo-2-methyl-1h-indole.html	95	5G	10G	0.25G	0.5G	1G
SPC-k546	228	3410	456	2012	683	O=C(C1(CCOCC1)c1c2)Nc1ncc2Br	MFCD28501856	5'-bromo-1',2'-dihydrospiro[oxane-4,3'-pyrrolo[2,3-b]pyridine]-2'-one	1341038-90-1	http://spirochem.com/5-bromo-1-2-dihydrospiro-oxane-4-3-pyrrolo-2-3-b-pyridine-2-one.html	95	5G	10G	0.25G	0.5G	1G
SPC-k547	287	3913	855	2516	1398	CC(C)(C)OC(N(C1)[C@@H]1C(OC)=O)=O	MFCD10566310	1-tert-butyl 2-methyl (2S)-aziridine-1,2-dicarboxylate	126496-79-5	http://spirochem.com/1-tert-butyl-2-methyl-2s-aziridine-1-2-dicarboxylate.html	95	25G	50G	1G	5G	10G
SPC-k548	287	 	855	 	1398	CC(C)(C)OC(N(C1)[C@H]1C(OC)=O)=O	MFCD09991730	1-tert-butyl 2-methyl (2R)-aziridine-1,2-dicarboxylate	1239355-46-4	http://spirochem.com/1-tert-butyl-2-methyl-2r-aziridine-1-2-dicarboxylate.html	95			1G	5G	10G
SPC-k550	249	3577	495	2181	741	CCOC(C[C@@H](C1)C1(F)F)=O	MFCD22548250	ethyl 2-(2,2-difluorocyclopropyl)acetate	1393553-89-3	http://spirochem.com/ethyl-2-2-2-difluorocyclopropyl-acetate.html	95	5G	10G	0.25G	0.5G	1G
SPC-k551	150	2236	298	1332	446	CC(C)([C@H](CN1)N)C1=O	MFCD28501887	4-amino-3,3-dimethylpyrrolidin-2-one	1505180-72-2	http://spirochem.com/4-amino-3-3-dimethylpyrrolidin-2-one.html	95	5G	10G	0.25G	0.5G	1G
SPC-k552	179	2319	258	1267	772	C[C@@]1(C(OC)=O)N(Cc2ccccc2)CC1	MFCD28501897	methyl (2R)-1-benzyl-2-methylazetidine-2-carboxylate	1179839-12-3	http://spirochem.com/methyl-2r-1-benzyl-2-methylazetidine-2-carboxylate.html	95	10G	25G	0.5G	1G	5G
SPC-k553	342	4751	514	2404	1511	COC(C(C1)CC1C(O)=O)=O	MFCD20659997	3-(methoxycarbonyl)cyclobutane-1-carboxylic acid	116569-00-7	http://spirochem.com/3-methoxycarbonyl-cyclobutane-1-carboxylic-acid.html	95	10G	25G	0.5G	1G	5G
SPC-k554	207	2661	514	1611	820	Cc(ncc(O)c1)c1Br	MFCD09839298	5-bromo-6-methylpyridin-3-ol	186593-45-3	http://spirochem.com/5-bromo-6-methylpyridin-3-ol.html	95	25G	50G	1G	5G	10G
SPC-k557	366	 	547	2795	1677	CC1(C)OB(c2cn(CCS(C)(=O)=O)nc2)OC1(C)C	MFCD21337761	1-(2-methanesulfonylethyl)-4-(tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-pyrazole	1339892-52-2	http://spirochem.com/1-2-methanesulfonylethyl-4-tetramethyl-1-3-2-dioxaborolan-2-yl-1h-pyrazole.html	95	10G		0.5G	1G	5G
SPC-k558	425	 	514	2571	1511	NCC1(CCC1)F.Cl	MFCD27922430	(1-fluorocyclobutyl)methanamine hydrochloride	1462885-81-9	http://spirochem.com/1-fluorocyclobutyl-methanamine-hydrochloride.html	95	10G		0.5G	1G	5G
SPC-k559	342	 	514	2348	1511	COc1nc(CN)ncc1.Cl.Cl		(4-methoxypyrimidin-2-yl)methanamine dihydrochloride	1788043-89-9	http://spirochem.com/4-methoxypyrimidin-2-yl-methanamine-dihydrochloride.html	95	10G		0.5G	1G	5G
SPC-k560	114	1768	342	1061	605	CO[C@H](CC1)CC[C@@H]1C(O)=O	MFCD20488929	trans-4-methoxycyclohexane-1-carboxylic acid	73873-61-7	http://spirochem.com/trans-4-methoxycyclohexane-1-carboxylic-acid.html	95	25G	50G	1G	5G	10G
SPC-k566	172	2516	342	1511	514	Cc(cnc1c2cc[nH]1)c2Br	NA	4-bromo-5-methyl-1H-pyrrolo[2,3-b]pyridine	1638761-16-6	http://spirochem.com/4-bromo-5-methyl-1h-pyrrolo-2-3-b-pyridine.html	95	5G	10G	0.25G	0.5G	1G
SPC-k567	456	 	1342	 	 	Clc1c(CCN2)c2ncc1.Cl	MFCD28892091 	4-chloro-1H,2H,3H-pyrrolo[2,3-b]pyridine hydrochloride	1818847-83-4	http://spirochem.com/4-chloro-1h-2h-3h-pyrrolo-2-3-b-pyridine-hydrochloride.html	95			1G	5G	
SPC-k568	207	 	605	1891	1014	Cn(c(C(OC)=O)c1)c(nc2)c1cc2N	MFCD28166290 	methyl 5-amino-1-methyl-1H-pyrrolo[2,3-b]pyridine-2-carboxylate	1630907-29-7	http://spirochem.com/methyl-5-amino-1-methyl-1h-pyrrolo-2-3-b-pyridine-2-carboxylate.html	95	25G		1G	5G	10G
SPC-k571	141	2152	254	718	480	NC(CC1C2)C2CC1O.Cl		5-aminobicyclo[2.2.1]heptan-2-ol hydrochloride	1818847-48-1	http://spirochem.com/5-aminobicyclo-2-2-1-heptan-2-ol-hydrochloride.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-k572	342	4583	514	2303	1511	COC(c1cc2nc(Br)nn2cc1)=O	MFCD28501956	methyl 2-bromo-[1,2,4]triazolo[1,5-a]pyridine-7-carboxylate	1622993-11-6	http://spirochem.com/methyl-2-bromo-1-2-4-triazolo-1-5-a-pyridine-7-carboxylate.html	95	10G	25G	0.5G	1G	5G
SPC-k573	136	1484	245	495	330	CC(C)(C)OC(N([C@@H]1C[C@H]2CC1)[C@H]2C(O)=O)=O	MFCD21333139	(1S,3R,4R)-2-[(tert-butoxy)carbonyl]-2-azabicyclo[2.2.1]heptane-3-carboxylic acid	291775-53-6	http://spirochem.com/1s-3r-4r-2-tert-butoxy-carbonyl-2-azabicyclo-2-2-1-heptane-3-carboxylic-acid.html	95	1G	5G	0.1G	0.25G	0.5G
SPC-k574	342	4896	670	2997	1003	OC(c1nnc(C(F)(F)F)cc1)=O	MFCD23382367	6-(trifluoromethyl)pyridazine-3-carboxylic acid	1192155-05-7	http://spirochem.com/6-trifluoromethyl-pyridazine-3-carboxylic-acid.html	95	5G	10G	0.25G	0.5G	1G
SPC-k575	298	4471	594	2661	888	Clc(cc12)ncc2ncnc1Cl	MFCD11044636	4,6-dichloropyrido[3,4-d]pyrimidine	171178-48-6	http://spirochem.com/4-6-dichloropyrido-3-4-d-pyrimidine.html	95	5G	10G	0.25G	0.5G	1G
SPC-k576	184	2740	342	1611	547	COC(c1c[nH]c(nc2)c1nc2Br)=O		methyl 2-bromo-5H-pyrrolo[2,3-b]pyrazine-7-carboxylate	1422772-79-9	http://spirochem.com/methyl-2-bromo-5h-pyrrolo-2-3-b-pyrazine-7-carboxylate.html	95	5G	10G	0.25G	0.5G	1G
SPC-k577	93	1098	154	659	220	Nc1cn(C2CCOCC2)nc1		1-(oxan-4-yl)-1H-pyrazol-4-amine	1190380-49-4	http://spirochem.com/1-tetrahydro-2h-pyran-4-yl-1h-pyrazol-4-amine.html	95	5G	10G	0.25G	0.5G	1G
SPC-k578	287	4751	855	2795	1398	CC(C)[C@H]1NCCC1.Cl	MFCD29037443 	(2S)-2-(propan-2-yl)pyrrolidine hydrochloride	51207-71-7	http://spirochem.com/2s-2-propan-2-yl-pyrrolidine-hydrochloride.html	95	25G	50G	1G	5G	10G
SPC-k579	287	 	855	 	1398	CC(C)[C@@H]1NCCC1.Cl	MFCD29037444 	(2R)-2-(propan-2-yl)pyrrolidine hydrochloride	860640-18-2	http://spirochem.com/2r-2-propan-2-yl-pyrrolidine-hydrochloride.html	95			1G	5G	10G
SPC-k580	342	 	1025	 	1789	Clc1cc2nccn2c(Cl)n1	MFCD13189631	5,7-dichloroimidazo[1,2-c]pyrimidine	85989-61-3	http://spirochem.com/5-7-dichloroimidazo-1-2-c-pyrimidine.html	95			1G	5G	10G
SPC-k581	228	 	661	 	1151	Cc1ccnc(C(OC)=O)n1	MFCD13174771	Methyl 4-methylpyrimidine-2-carboxylate	317334-58-0	http://spirochem.com/methyl-4-methylpyrimidine-2-carboxylate.html	95			1G	5G	10G
SPC-k582	380	 	570	2795	1677	C[C@@H](CNCC1)[C@@H]1NC(OC(C)(C)C)=O	MFCD06803123	tert-butyl N-[cis-3-methylpiperidin-4-yl]carbamate	473839-06-4	http://spirochem.com/tert-butyl-n-cis-3-methylpiperidin-4-yl-carbamate.html	95	10G		0.5G	1G	5G
SPC-k583	418	6148	628	3186	1846	COC(c(cc(cn[nH]1)c1c1)c1F)=O	MFCD22556759	6-Fluoro-5-indazolecarboxylic acid methyl ester	633327-39-6	http://spirochem.com/6-fluoro-5-indazolecarboxylic-acid-methyl-ester.html	95	10G	25G	0.5G	1G	5G
SPC-k584	287	 	855	 	1398	Cn1nc(C(OC)=O)c2c1ccc(N)c2	MFCD27987825	methyl 5-amino-1-methyl-1H-indazole-3-carboxylate	1566649-43-1	http://spirochem.com/methyl-5-amino-1-methyl-1h-indazole-3-carboxylate.html	95			1G	5G	10G
SPC-k585	172	 	514	 	855	Cn1nc(C(O)=O)c2c1ccc(N)c2	NA	5-amino-1-methyl-1H-indazole-3-carboxylic acid	1566649-46-4	http://spirochem.com/5-amino-1-methyl-1h-indazole-3-carboxylic-acid.html	95			1G	5G	10G
SPC-k586	218	 	435	 	661	OC(c(c1c2)n[nH]c1cc(Cl)c2Br)=O	NA	5-bromo-6-chloro-1H-indazole-3-carboxylic acid	1467062-18-5	http://spirochem.com/5-bromo-6-chloro-1h-indazole-3-carboxylic-acid.html	95			0.25G	0.5G	1G
SPC-k587	194	2516	287	1398	855	COC(c1cc2n[nH]cc2c(F)c1)=O	MFCD08272209	methyl 4-fluoro-1H-indazole-6-carboxylate	885521-44-8	http://spirochem.com/methyl-4-fluoro-1h-indazole-6-carboxylate.html	95	10G	25G	0.5G	1G	5G
SPC-k588	287	5030	855	2795	1398	O=C1NC(Cl)=Nc2c1cc[nH]2		2-chloro-3H,4H,7H-pyrrolo[2,3-d]pyrimidin-4-one	1245811-22-6	http://spirochem.com/2-chloro-3h-4h-7h-pyrrolo-2-3-d-pyrimidin-4-one.html	95	25G	50G	1G	5G	10G
SPC-k610	58	 	172	 	287	CCn1ncc([N+]([O-])=O)c1C(OC)=O	NA	methyl 1-ethyl-4-nitro-1H-pyrazole-5-carboxylate	923282-48-8	http://spirochem.com/methyl-1-ethyl-4-nitro-1h-pyrazole-5-carboxylate.html	95			1G	5G	10G
SPC-k611	172	 	514	 	855	Fc1ccc(Cc2cccs2)cc1	MFCD00800241	2-[(4-fluorophenyl)methyl]thiophene	63877-96-3	http://spirochem.com/2-4-fluorophenyl-methyl-thiophene.html	95			1G	5G	10G
SPC-k613	93	1139	263	719	435	Nc1cccc(-n2nccn2)c1	MFCD20921922	3-(2H-1,2,3-triazol-2-yl)aniline	626248-56-4	http://spirochem.com/3-2h-1-2-3-triazol-2-yl-aniline.html	95	25G	50G	1G	5G	10G
SPC-k614	342	4751	514	2404	1511	OC[C@@H](C1)Nc2c1cccc2		(2R)-2,3-dihydro-1H-indol-2-ylmethanol	77122-21-5	http://spirochem.com/2r-2-3-dihydro-1h-indol-2-ylmethanol.html	95	10G	25G	0.5G	1G	5G
SPC-k615	93	1208	263	719	435	CCOC(CC(N1)=NC(N2CCOCC2)=CC1=O)=O	MFCD26744377	ethyl 2-[4-(morpholin-4-yl)-6-oxo-1,6-dihydropyrimidin-2-yl]acetate	1260543-99-4	http://spirochem.com/ethyl-2-4-morpholin-4-yl-6-oxo-1-6-dihydropyrimidin-2-yl-acetate.html	95	25G	50G	1G	5G	10G
SPC-k616	228	 	 	 	 	Clc1ncnc(n2[C@H]3OCCCC3)c1nc2Br	MFCD22124079	8-bromo-6-chloro-9-(oxan-2-yl)-9H-purine	218431-08-4	http://spirochem.com/8-bromo-6-chloro-9-oxan-2-yl-9h-purine.html	95			1G		
SPC-k617	172	2683	514	1677	855	OC(Cc1coc2c1ccc(O)c2)=O	MFCD05273635	2-(6-hydroxy-1-benzofuran-3-yl)acetic acid	69716-04-7	http://spirochem.com/2-6-hydroxy-1-benzofuran-3-yl-acetic-acid.html	95	25G	50G	1G	5G	10G
