Cylinder	StandardizerResult	Mol Weight	Cas	supplier_code	Purity category	Mdl Number	Url Sql Com	Bulk	Purity	Price Us 1	Unit Us 1	Formula	Name 1	Screening	Ships within	Density	Synonyms 1	Un	Boiling Point	Dotpg	Dothc	Melting Point	Flash Point	Price Us 4	Price Us 3	Density Temperature	Price Us 2
false	Clean 2D (ID: Clean 2D)	114.2285	589-81-1	1100-1-00	Very high	MFCD00027244	http://synquestlabs.com/product/id/89714.html	true	97	0	POA	C8H18	3-Methylheptane	false
true	Clean 2D (ID: Clean 2D)	72.1488	463-82-1	1100-1-01	Very high	MFCD00039840	true	97	65	C5H12	2,2-Dimethylpropane	false	1 week	0.613	Neopentane; tert-Pentane; Tetramethylcarbon; Tetramethylmethane; 1,1,1-Trimethylethane; 2,2-Dimethylpropane; Neo-C5H12	2044	9.5	N/A	2.1	-16.4	-7.15	1195	495	0	195
